Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Indicator variegatus,Indicator_variegatus,Scaly-throated Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Melignomon zenkeri,Melignomon_zenkeri,Zenker's Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Melignomon eisentrauti,Melignomon_eisentrauti,Yellow-footed Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator exilis,Indicator_exilis,Least Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator willcocksi,Indicator_willcocksi,Willcocks's Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator pumilio,Indicator_pumilio,Dwarf Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator minor,Indicator_minor,Lesser Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator meliphilus,Indicator_meliphilus,Pallid Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator conirostris,Indicator_conirostris,Thick-billed Honeyguide,IOC27,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator archipelagicus,Indicator_archipelagicus,Malaysian Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator indicator,Indicator_indicator,Greater Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator xanthonotus,Indicator_xanthonotus,Yellow-rumped Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Picus squamatus,Picus_squamatus,Scaly-bellied Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus flavinucha,Picus_flavinucha,Greater Yellownape,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus mentalis,Picus_mentalis,Checker-throated Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus mineaceus,Picus_mineaceus,Banded Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus limae,Picumnus_limae,Ochraceous Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus lafresnayi,Picumnus_lafresnayi,Lafresnaye's Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus rabieri,Picus_rabieri,Red-collared Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus vaillantii,Picus_vaillantii,Levaillant's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus viridanus,Picus_viridanus,Streak-breasted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus viridis,Picus_viridis,Eurasian Green Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus vittatus,Picus_vittatus,Laced Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus xanthopygaeus,Picus_xanthopygaeus,Streak-throated Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Nesoctites micromegas,Nesoctites_micromegas,Antillean Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus puniceus,Picus_puniceus,Crimson-winged Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus rufiventris,Picumnus_rufiventris,Rufous-breasted Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus awokera,Picus_awokera,Japanese Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus varzeae,Picumnus_varzeae,Varzea Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus temminckii,Picumnus_temminckii,Ochre-collared Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus subtilis,Picumnus_subtilis,Fine-barred Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus steindachneri,Picumnus_steindachneri,Speckle-chested Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus squamulatus,Picumnus_squamulatus,Scaled Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus erythropygius,Picus_erythropygius,Black-headed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus sclateri,Picumnus_sclateri,Ecuadorian Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus chlorolophus,Picus_chlorolophus,Lesser Yellownape,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus pumilus,Picumnus_pumilus,Orinoco Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus nigropunctatus,Picumnus_nigropunctatus,Black-dotted Piculet,IOC27,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus nebulosus,Picumnus_nebulosus,Mottled Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus minutissimus,Picumnus_minutissimus,Guianan Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus olivaceus,Picumnus_olivaceus,Olivaceous Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picus canus,Picus_canus,Grey-faced Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus spilogaster,Picumnus_spilogaster,White-bellied Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides scalaris,Picoides_scalaris,Ladder-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus chrysochloros,Piculus_chrysochloros,Golden-green Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides arcticus,Picoides_arcticus,Black-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides arizonae,Picoides_arizonae,Arizona Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides borealis,Picoides_borealis,Red-cockaded Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Reinwardtipicus validus,Reinwardtipicus_validus,Orange-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides dorsalis,Picoides_dorsalis,American Three-toed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides fumigatus,Picoides_fumigatus,Smoky-brown Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus flavigula,Piculus_flavigula,Yellow-throated Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides pubescens,Picoides_pubescens,Downy Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides albolarvatus,Picoides_albolarvatus,White-headed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides stricklandi,Picoides_stricklandi,Strickland's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus innominatus,Picumnus_innominatus,Speckled Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides tridactylus,Picoides_tridactylus,Eurasian Three-toed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus pygmaeus,Picumnus_pygmaeus,Spotted Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides villosus,Picoides_villosus,Hairy Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus aurulentus,Piculus_aurulentus,White-browed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Mulleripicus pulverulentus,Mulleripicus_pulverulentus,Great Slaty Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus callopterus,Piculus_callopterus,Stripe-cheeked Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picoides nuttallii,Picoides_nuttallii,Nuttall's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus simplex,Piculus_simplex,Rufous-winged Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus leucolaemus,Piculus_leucolaemus,White-throated Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus cinnamomeus,Picumnus_cinnamomeus,Chestnut Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus castelnau,Picumnus_castelnau,Plain-breasted Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Mulleripicus funebris,Mulleripicus_funebris,Sooty Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus aurifrons,Picumnus_aurifrons,Bar-breasted Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Mulleripicus fulvus,Mulleripicus_fulvus,Ashy Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus cirratus,Picumnus_cirratus,White-barred Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus dorbignyanus,Picumnus_dorbignyanus,Ocellated Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Piculus litae,Piculus_litae,Lita Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus exilis,Picumnus_exilis,Golden-spangled Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus fulvescens,Picumnus_fulvescens,Tawny Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus fuscus,Picumnus_fuscus,Rusty-necked Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus granadensis,Picumnus_granadensis,Greyish Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Picumnus albosquamatus,Picumnus_albosquamatus,White-wedged Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sphyrapicus ruber,Sphyrapicus_ruber,Red-breasted Sapsucker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sphyrapicus nuchalis,Sphyrapicus_nuchalis,Red-naped Sapsucker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis cassini,Veniliornis_cassini,Golden-collared Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis callonotus,Veniliornis_callonotus,Scarlet-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis affinis,Veniliornis_affinis,Red-stained Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Thripias pyrrhogaster,Thripias_pyrrhogaster,Fire-bellied Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis spilogaster,Veniliornis_spilogaster,White-spotted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis dignus,Veniliornis_dignus,Yellow-vented Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sphyrapicus thyroideus,Sphyrapicus_thyroideus,Williamson's Sapsucker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis frontalis,Veniliornis_frontalis,Dot-fronted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sasia africana,Sasia_africana,African Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Thripias namaquus,Thripias_namaquus,Bearded Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sphyrapicus varius,Sphyrapicus_varius,Yellow-bellied Sapsucker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sasia ochracea,Sasia_ochracea,White-browed Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Sasia abnormis,Sasia_abnormis,Rufous Piculet,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis sanguineus,Veniliornis_sanguineus,Blood-coloured Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis passerinus,Veniliornis_passerinus,Little Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis nigriceps,Veniliornis_nigriceps,Bar-bellied Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis mixtus,Veniliornis_mixtus,Checkered Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis chocoensis,Veniliornis_chocoensis,Choco Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis maculifrons,Veniliornis_maculifrons,Yellow-eared Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Xiphidiopicus percussus,Xiphidiopicus_percussus,Cuban Green Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Thripias xantholophus,Thripias_xantholophus,Golden-crowned Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis lignarius,Veniliornis_lignarius,Striped Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Veniliornis kirkii,Veniliornis_kirkii,Red-rumped Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus melanoleucos,Campephilus_melanoleucos,Crimson-crested Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera caroli,Campethera_caroli,Brown-eared Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus imperialis,Campephilus_imperialis,Imperial Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus leucopogon,Campephilus_leucopogon,Cream-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus magellanicus,Campephilus_magellanicus,Magellanic Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus pollens,Campephilus_pollens,Powerful Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Blythipicus pyrrhotis,Blythipicus_pyrrhotis,Bay Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus robustus,Campephilus_robustus,Robust Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus rubricollis,Campephilus_rubricollis,Red-necked Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera abingoni,Campethera_abingoni,Golden-tailed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus principalis,Campephilus_principalis,Ivory-billed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera cailliautii,Campethera_cailliautii,Green-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus gayaquilensis,Campephilus_gayaquilensis,Guayaquil Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera maculosa,Campethera_maculosa,Little Green Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera mombassica,Campethera_mombassica,Mombasa Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera nivosa,Campethera_nivosa,Buff-spotted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera notata,Campethera_notata,Knysna Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera nubica,Campethera_nubica,Nubian Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera punctuligera,Campethera_punctuligera,Fine-spotted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera scriptoricauda,Campethera_scriptoricauda,Speckle-throated Woodpecker,IOC27,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera tullbergi,Campethera_tullbergi,Tullberg's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus guatemalensis,Campephilus_guatemalensis,Pale-billed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campethera bennettii,Campethera_bennettii,Bennett's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes chrysoides,Colaptes_chrysoides,Gilded Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Campephilus haematogaster,Campephilus_haematogaster,Crimson-bellied Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Chrysocolaptes lucidus,Chrysocolaptes_lucidus,Greater Flameback,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Chrysocolaptes festivus,Chrysocolaptes_festivus,White-naped Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus brachyurus,Celeus_brachyurus,Rufous Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus elegans,Celeus_elegans,Chestnut Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes rupicola,Colaptes_rupicola,Andean Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes rubiginosus,Colaptes_rubiginosus,Golden-olive Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes rivolii,Colaptes_rivolii,Crimson-mantled Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes punctigula,Colaptes_punctigula,Spot-breasted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes pitius,Colaptes_pitius,Chilean Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus castaneus,Celeus_castaneus,Chestnut-coloured Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes fernandinae,Colaptes_fernandinae,Fernandina's Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes campestris,Colaptes_campestris,Campo Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes auricularis,Colaptes_auricularis,Grey-crowned Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus torquatus,Celeus_torquatus,Ringed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Blythipicus rubiginosus,Blythipicus_rubiginosus,Maroon Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes melanochloros,Colaptes_melanochloros,Green-barred Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus undatus,Celeus_undatus,Waved Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes auratus,Colaptes_auratus,Northern Flicker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus spectabilis,Celeus_spectabilis,Rufous-headed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus obrieni,Celeus_obrieni,Kaempfer's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus lugubris,Celeus_lugubris,Pale-crested Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus grammicus,Celeus_grammicus,Scaly-breasted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus flavus,Celeus_flavus,Cream-coloured Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Colaptes atricollis,Colaptes_atricollis,Black-necked Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus flavescens,Celeus_flavescens,Blond-crested Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Celeus loricatus,Celeus_loricatus,Cinnamon Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes lewis,Melanerpes_lewis,Lewis's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes flavifrons,Melanerpes_flavifrons,Yellow-fronted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes formicivorus,Melanerpes_formicivorus,Acorn Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Gecinulus grantia,Gecinulus_grantia,Pale-headed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes herminieri,Melanerpes_herminieri,Guadeloupe Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes pygmaeus,Melanerpes_pygmaeus,Yucatan Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes pulcher,Melanerpes_pulcher,Beautiful Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes hoffmannii,Melanerpes_hoffmannii,Hoffmann's Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendropicos poecilolaemus,Dendropicos_poecilolaemus,Speckle-breasted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes pucherani,Melanerpes_pucherani,Black-cheeked Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes hypopolius,Melanerpes_hypopolius,Grey-breasted Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes portoricensis,Melanerpes_portoricensis,Puerto Rican Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes radiolatus,Melanerpes_radiolatus,Jamaican Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Melanerpes carolinus,Melanerpes_carolinus,Red-bellied Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendrocopos obsoletus,Dendrocopos_obsoletus,Brown-backed Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendrocopos temminckii,Dendrocopos_temminckii,Sulawesi Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendropicos abyssinicus,Dendropicos_abyssinicus,Abyssinian Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendropicos elachus,Dendropicos_elachus,Sahelian Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendropicos fuscescens,Dendropicos_fuscescens,Cardinal Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
Dendropicos gabonensis,Dendropicos_gabonensis,Gabon Woodpecker,BL3,Picidae,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES
