Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Cepphus carbo,Cepphus_carbo,Spectacled Guillemot,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Cerorhinca monocerata,Cerorhinca_monocerata,Rhinoceros Auklet,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Aethia pusilla,Aethia_pusilla,Least Auklet,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Alle alle,Alle_alle,Little Auk,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Aethia pygmaea,Aethia_pygmaea,Whiskered Auklet,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Fratercula corniculata,Fratercula_corniculata,Horned Puffin,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Fratercula cirrhata,Fratercula_cirrhata,Tufted Puffin,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Fratercula arctica,Fratercula_arctica,Atlantic Puffin,BL3,Lari,Alcidae,Auks,63,CHARADRIIFORMES,NONPASSERIFORMES
Pterocles bicinctus,Pterocles_bicinctus,Double-banded Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles senegallus,Pterocles_senegallus,Spotted Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles quadricinctus,Pterocles_quadricinctus,Four-banded Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles personatus,Pterocles_personatus,Madagascar Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles orientalis,Pterocles_orientalis,Black-bellied Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles namaqua,Pterocles_namaqua,Namaqua Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles lichtensteinii,Pterocles_lichtensteinii,Lichtenstein's Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles indicus,Pterocles_indicus,Painted Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles gutturalis,Pterocles_gutturalis,Yellow-throated Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles exustus,Pterocles_exustus,Chestnut-bellied Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles decoratus,Pterocles_decoratus,Black-faced Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles burchelli,Pterocles_burchelli,Burchell's Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles alchata,Pterocles_alchata,Pin-tailed Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Pterocles coronatus,Pterocles_coronatus,Crowned Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Syrrhaptes paradoxus,Syrrhaptes_paradoxus,Pallas's Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Syrrhaptes tibetanus,Syrrhaptes_tibetanus,Tibetan Sandgrouse,BL3,Pteroclidae,Pteroclididae,Sandgrouse,64,PTEROCLIDIFORMES,NONPASSERIFORMES
Phaps chalcoptera,Phaps_chalcoptera,Common Bronzewing,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Nesoenas picturata,Nesoenas_picturata,Madagascar Turtle-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ocyphaps lophotes,Ocyphaps_lophotes,Crested Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas caribaea,Patagioenas_caribaea,Ring-tailed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phaps histrionica,Phaps_histrionica,Flock Bronzewing,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus perousii,Ptilinopus_perousii,Many-coloured Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus porphyraceus,Ptilinopus_porphyraceus,Purple-capped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus porphyreus,Ptilinopus_porphyreus,Pink-headed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phaps elegans,Phaps_elegans,Brush Bronzewing,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus purpuratus,Ptilinopus_purpuratus,Grey-green Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phapitreron leucotis,Phapitreron_leucotis,White-eared Brown-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas araucana,Patagioenas_araucana,Chilean Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phapitreron cinereiceps,Phapitreron_cinereiceps,Tawitawi Brown-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Otidiphaps nobilis,Otidiphaps_nobilis,Pheasant Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phapitreron brunneiceps,Phapitreron_brunneiceps,Mindanao Brown-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Phapitreron amethystinus,Phapitreron_amethystinus,Amethyst Brown-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus pulchellus,Ptilinopus_pulchellus,Beautiful Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas flavirostris,Patagioenas_flavirostris,Red-billed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus wallacii,Ptilinopus_wallacii,Wallace's Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas picazuro,Patagioenas_picazuro,Picazuro Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas oenops,Patagioenas_oenops,Peruvian Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas nigrirostris,Patagioenas_nigrirostris,Short-billed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas maculosa,Patagioenas_maculosa,Spot-winged Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas leucocephala,Patagioenas_leucocephala,White-crowned Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas speciosa,Patagioenas_speciosa,Scaled Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas goodsoni,Patagioenas_goodsoni,Dusky Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas squamosa,Patagioenas_squamosa,Scaly-naped Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas fasciata,Patagioenas_fasciata,Band-tailed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Reinwardtoena reinwardtsi,Reinwardtoena_reinwardtsi,Great Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Reinwardtoena crassirostris,Reinwardtoena_crassirostris,Crested Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Reinwardtoena browni,Reinwardtoena_browni,Pied Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus superbus,Ptilinopus_superbus,Superb Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas corensis,Patagioenas_corensis,Bare-eyed Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas inornata,Patagioenas_inornata,Plain Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus roseicapilla,Ptilinopus_roseicapilla,Mariana Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas cayennensis,Patagioenas_cayennensis,Pale-vented Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Oena capensis,Oena_capensis,Namaqua Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus regina,Ptilinopus_regina,Rose-crowned Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Nesoenas mayeri,Nesoenas_mayeri,Pink Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus victor,Ptilinopus_victor,Orange Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus rarotongensis,Ptilinopus_rarotongensis,Cook Islands Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas plumbea,Patagioenas_plumbea,Plumbeous Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus rivoli,Ptilinopus_rivoli,White-bibbed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus viridis,Ptilinopus_viridis,Claret-breasted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus solomonensis,Ptilinopus_solomonensis,Yellow-bibbed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus subgularis,Ptilinopus_subgularis,Maroon-chinned Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Patagioenas subvinacea,Patagioenas_subvinacea,Ruddy Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus tannensis,Ptilinopus_tannensis,Tanna Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Petrophassa rufipennis,Petrophassa_rufipennis,Chestnut-quilled Rock-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Petrophassa albipennis,Petrophassa_albipennis,White-quilled Rock-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus richardsii,Ptilinopus_richardsii,Silver-capped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus occipitalis,Ptilinopus_occipitalis,Yellow-breasted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus bernsteinii,Ptilinopus_bernsteinii,Scarlet-breasted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus chalcurus,Ptilinopus_chalcurus,Makatea Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus coralensis,Ptilinopus_coralensis,Atoll Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus coronulatus,Ptilinopus_coronulatus,Coroneted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus dohertyi,Ptilinopus_dohertyi,Red-naped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus hyogastrus,Ptilinopus_hyogastrus,Grey-headed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus aurantiifrons,Ptilinopus_aurantiifrons,Orange-fronted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus eugeniae,Ptilinopus_eugeniae,White-headed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus cinctus,Ptilinopus_cinctus,Banded Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus huttoni,Ptilinopus_huttoni,Rapa Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus greyii,Ptilinopus_greyii,Red-bellied Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus granulifrons,Ptilinopus_granulifrons,Carunculated Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus fischeri,Ptilinopus_fischeri,Red-eared Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus ornatus,Ptilinopus_ornatus,Ornate Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus pelewensis,Ptilinopus_pelewensis,Palau Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus perlatus,Ptilinopus_perlatus,Pink-spotted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus dupetithouarsii,Ptilinopus_dupetithouarsii,White-capped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus merrilli,Ptilinopus_merrilli,Cream-bellied Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus luteovirens,Ptilinopus_luteovirens,Golden Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus magnificus,Ptilinopus_magnificus,Wompoo Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus melanospilus,Ptilinopus_melanospilus,Black-naped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus arcanus,Ptilinopus_arcanus,Negros Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus monacha,Ptilinopus_monacha,Blue-capped Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus naina,Ptilinopus_naina,Dwarf Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus leclancheri,Ptilinopus_leclancheri,Black-chinned Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus layardi,Ptilinopus_layardi,Whistling Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus jambu,Ptilinopus_jambu,Jambu Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus iozonus,Ptilinopus_iozonus,Orange-bellied Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus insularis,Ptilinopus_insularis,Henderson Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus marchei,Ptilinopus_marchei,Flame-breasted Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Ptilinopus insolitus,Ptilinopus_insolitus,Knob-billed Fruit-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron sphenurus,Treron_sphenurus,Wedge-tailed Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron sanctithomae,Treron_sanctithomae,Sao Tome Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron vernans,Treron_vernans,Pink-necked Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron waalia,Treron_waalia,Bruce's Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron sieboldii,Treron_sieboldii,White-bellied Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron seimundi,Treron_seimundi,Yellow-vented Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Uropelia campestris,Uropelia_campestris,Long-tailed Ground-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron teysmannii,Treron_teysmannii,Sumba Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turtur afer,Turtur_afer,Blue-spotted Wood-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia bitorquata,Streptopelia_bitorquata,Island Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron apicauda,Treron_apicauda,Pin-tailed Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron australis,Treron_australis,Madagascar Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron bicinctus,Treron_bicinctus,Orange-breasted Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron calvus,Treron_calvus,African Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron capellei,Treron_capellei,Large Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron curvirostra,Treron_curvirostra,Thick-billed Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron floris,Treron_floris,Flores Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turtur tympanistria,Turtur_tympanistria,Tambourine Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron psittaceus,Treron_psittaceus,Timor Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turtur brehmeri,Turtur_brehmeri,Blue-headed Wood-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia vinacea,Streptopelia_vinacea,Vinaceous Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turtur abyssinicus,Turtur_abyssinicus,Black-billed Wood-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron formosae,Treron_formosae,Whistling Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron fulvicollis,Treron_fulvicollis,Cinnamon-headed Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron griseicauda,Treron_griseicauda,Grey-cheeked Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron olax,Treron_olax,Little Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron oxyurus,Treron_oxyurus,Sumatran Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron pembaensis,Treron_pembaensis,Pemba Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron phoenicopterus,Treron_phoenicopterus,Yellow-footed Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Treron pompadora,Treron_pompadora,Pompadour Green-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turtur chalcospilos,Turtur_chalcospilos,Emerald-spotted Wood-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia orientalis,Streptopelia_orientalis,Oriental Turtle-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida aurita,Zenaida_aurita,Zenaida Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida galapagoensis,Zenaida_galapagoensis,Galapagos Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida graysoni,Zenaida_graysoni,Socorro Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida macroura,Zenaida_macroura,Mourning Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida meloda,Zenaida_meloda,West Peruvian Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida auriculata,Zenaida_auriculata,Eared Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia roseogrisea,Streptopelia_roseogrisea,African Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia reichenowi,Streptopelia_reichenowi,White-winged Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Stigmatopelia chinensis,Stigmatopelia_chinensis,Spotted Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Stigmatopelia senegalensis,Stigmatopelia_senegalensis,Laughing Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia hypopyrrha,Streptopelia_hypopyrrha,Adamawa Turtle-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia decipiens,Streptopelia_decipiens,Mourning Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia decaocto,Streptopelia_decaocto,Eurasian Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia capicola,Streptopelia_capicola,Ring-necked Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turacoena modesta,Turacoena_modesta,Slaty Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia semitorquata,Streptopelia_semitorquata,Red-eyed Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia turtur,Streptopelia_turtur,European Turtle-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia lugens,Streptopelia_lugens,Dusky Turtle-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Streptopelia tranquebarica,Streptopelia_tranquebarica,Red Collared-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Starnoenas cyanocephala,Starnoenas_cyanocephala,Blue-headed Quail-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Turacoena manadensis,Turacoena_manadensis,White-faced Cuckoo-dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Zenaida asiatica,Zenaida_asiatica,White-winged Dove,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Trugon terrestris,Trugon_terrestris,Thick-billed Ground-pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
Columba livia,Columba_livia,Rock Pigeon,BL3,Columbidae,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES
